song title,lyrics,album id,album title,release date
Sparks Fly,The way you move is like a full-on rainstorm\ And Im a house of cards\ Youre the kind of reckless\ That should send me running\ But I kinda know that I wont get far\ And you stood there in front of me\ Just close enough to touch\ Close enough to hope you couldnt see\ What I was thinking of\ \ Drop everything now\ Meet me in the pouring rain\ Kiss me on the sidewalk\ Take away the pain\ Cause I see sparks fly whenever you smile\ Get me with those green eyes baby as the lights go down\ Give me something thatll haunt me when youre not around\ Cause I see sparks fly whenever you smile\ \ My mind forgets to remind me\ Youre a bad idea\ You touch me once and its really something\ You find Im even better than you imagined I would be\ Im on my guard for the rest of the world\ But with you I know its no good\ And I could wait patiently but I really wish you would\ \ Drop everything now\ Meet me in the pouring rain\ Kiss me on the sidewalk\ Take away the pain\ Cause I see sparks fly whenever you smile\ Get me with those green eyes baby as the lights go down\ Give me something thatll haunt me when youre not around\ Cause I see sparks fly whenever you smile\ \ Ill run my fingers through your hair and watch the lights go wild\ Just keep on keeping your eyes on me its just wrong enough to make it feel right\ And lead me up the staircase\ Wont you whisper soft and slow\ Im captivated by you baby like a firework show\ \ Drop everything now\ Meet me in the pouring rain\ Kiss me on the sidewalk\ Take away the pain\ Cause I see sparks fly whenever you smile\ Get me with those green eyes baby as the lights go down\ Give me something thatll haunt me when youre not around\ Cause I see sparks fly whenever you smile\ \ And the sparks fly\ Oh baby smile\ And the sparks fly,4,Speak Now,2010
Back To December,Im so glad you made time to see me\ Hows life Tell me hows your family\ I havent seen them in a while\ \ Youve been good busier than ever\ We small-talk work and the weather\ Your guard is up and I know why\ \ Because the last time you saw me is still burned in the back of your mind\ You gave me roses and I left them there to die\ \ So this is me swallowing my pride\ Standing in front of you saying Im sorry for that night\ And I go back to December all the time\ \ It turns out freedom aint nothing but missing you\ Wishing Id realized what I had when you were mine\ Id go back to December turn around and make it all right\ I go back to December all the time\ \ These days I havent been sleeping\ Staying up playing back myself leaving\ When your birthday passed and I didnt call\ \ And I think about summer all the beautiful times\ I watched you laughing from the passenger side\ And realized I loved you in the fall\ \ And then the cold came the dark days when fear crept into my mind\ You gave me all your love and all I gave you was Goodbye\ \ So this is me swallowing my pride\ Standing in front of you saying Im sorry for that night\ And I go back to December all the time\ \ It turns out freedom aint nothing but missing you\ Wishing Id realized what I had when you were mine\ Id go back to December turn around and change my own mind\ I go back to December all the time\ \ I miss your tanned skin your sweet smile\ So good to me so right\ And how you held me in your arms that September night\ The first time you ever saw me cry\ \ Maybe this is wishful thinking\ Probably mindless dreaming\ But if we loved again I swear Id love you right\ \ Id go back in time and change it but I cant\ So if the chain is on your door I understand\ \ But this is me swallowing my pride\ Standing in front of you saying Im sorry for that night\ And I go back to December\ \ It turns out freedom aint nothing but missing you\ Wishing Id realized what I had when you were mine\ Id go back to December turn around and make it all right\ Id go back to December turn around and change my own mind\ \ I go back to December all the time\ All the time,4,Speak Now,2010
Enchanted,There I was again tonight\ Forcing laughter faking smiles\ Same old tired lonely place\ \ Walls of insincerity\ Shifting eyes and vacancy\ Vanished when I saw your face\ \ All I can say is it was enchanting to meet you\ \ Your eyes whispered Have we met\ Across the room your silhouette\ Starts to make its way to me\ The playful conversation starts\ Counter all your quick remarks\ Like passing notes in secrecy\ \ And it was enchanting to meet you\ All I can say is I was enchanted to meet you\ \ This night is sparkling dont you let it go\ Im wonderstruck blushing all the way home\ Ill spend forever wondering if you knew\ I was enchanted to meet you\ \ The lingering question kept me up\ 2 AM who do you love\ I wonder til Im wide awake\ And now Im pacing back and forth\ Wishing you were at my door\ Id open up and you would say Hey\ It was enchanting to meet you\ All I know is I was enchanted to meet you\ \ This night is sparkling dont you let it go\ Im wonderstruck blushing all the way home\ Ill spend forever wondering if you knew\ This night is flawless dont you let it go\ Im wonderstruck dancing around all alone\ Ill spend forever wondering if you knew\ I was enchanted to meet you\ \ This is me praying that\ This was the very first page\ Not where the story line ends\ My thoughts will echo your name\ Until I see you again\ These are the words I held back\ As I was leaving too soon\ I was enchanted to meet you\ \ Please dont be in love with someone else\ Please dont have somebody waiting on you\ Please dont be in love with someone else\ Please dont have somebody waiting on you\ \ This night is sparkling dont you let it go\ Im wonderstruck blushing all the way home\ Ill spend forever wondering if you knew\ This night is flawless dont you let it go\ Please dont be in love with someone else\ Im wonderstruck dancing around all alone\ Please dont have somebody waiting on you\ Ill spend forever wondering if you knew\ Please dont be in love with someone else\ I was enchanted to meet you\ \ Please dont be in love with someone else\ Please dont have somebody waiting on you,4,Speak Now,2010
The Story Of Us,I used to think one day wed tell the story of us\ How we met and the sparks flew instantly\ And people would say Theyre the lucky ones\ I used to know my place was the spot next to you\ Now Im searching the room for an empty seat\ Cause lately I dont even know what page youre on\ \ Oh a simple complication\ Miscommunications lead to fall-out\ So many things that I wish you knew\ So many walls up I cant break through\ \ Now Im standing alone in a crowded room and were not speaking\ And Im dying to know is it killing you like its killing me yeah\ I dont know what to say since the twist of fate when it all broke down\ And the story of us looks a lot like a tragedy now\ \ Next chapter\ \ Howd we end up this way\ See me nervously pulling at my clothes and trying to look busy\ And youre doing your best to avoid me\ Im starting to think one day Ill tell the story of us\ How I was losing my mind when I saw you here\ But you held your pride like you shouldve held me\ \ Oh Im scared to see the ending\ Why are we pretending this is nothing\ Id tell you I miss you but I dont know how\ Ive never heard silence quite this loud\ \ Now Im standing alone in a crowded room and were not speaking\ And Im dying to know is it killing you like its killing me yeah\ I dont know what to say since the twist of fate when it all broke down\ And the story of us looks a lot like a tragedy now\ \ This is looking like a contest\ Of who can act like they care less\ But I liked it better when you were on my side\ \ The battles in your hands now\ But I would lay my armour down\ If you said youd rather love than fight\ \ So many things that you wish I knew\ But the story of us might be ending soon\ \ Now Im standing alone in a crowded room and were not speaking\ And Im dying to know is it killing you like its killing me yeah\ But I dont know what to say since the twist of fate when it all broke down\ And the story of us looks a lot like a tragedy now now now\ \ and were not speaking\ And Im dying to know is it killing you like its killing me yeah\ I dont know what to say since the twist of fate cause were going down\ And the story of us looks a lot like a tragedy now\ \ The end,4,Speak Now,2010
Mine,You were in college working part-time waiting tables\ Left a small town and never looked back\ I was a flight risk with a fear of falling\ Wondering why we bother with love if it never lasts\ \ I say Can you believe it\ As were lying on the couch\ The moment I could see it\ Yes yes I can see it now\ \ Do you remember we were sitting there by the water\ You put your arm around me for the first time\ You made a rebel of a careless mans careful daughter\ You are the best thing thats ever been mine\ \ Flash forward and were taking on the world together\ And theres a drawer of my things at your place\ You learn my secrets and you figure out why Im guarded\ You say well never make my parents mistakes\ \ But we got bills to pay\ We got nothing figured out\ When it was hard to take\ Yes yes this is what I thought about\ \ Do you remember we were sitting there by the water\ You put your arm around me for the first time\ You made a rebel of a careless mans careful daughter\ You are the best thing thats ever been mine\ \ Do you remember all the city lights on the water\ You saw me start to believe for the first time\ You made a rebel of a careless mans careful daughter\ You are the best thing thats ever been mine\ \ And I remember that fight\ Two-thirty AM\ As everything was slipping right out of our hands\ I ran out crying and you followed me out into the street\ Braced myself for the Goodbye\ Cause thats all Ive ever known\ Then you took me by surprise\ You said Ill never leave you alone\ \ You said I remember how we felt sitting by the water\ And every time I look at you its like the first time\ I fell in love with a careless mans careful daughter\ She is the best thing thats ever been mine\ \ Hold on make it last\ Hold on never turn back\ \ Hold on\ You made a rebel of a careless mans careful daughter\ Hold on\ You are the best thing thats ever been mine\ \ Hold on\ Yeah yeah\ Do you believe it\ Hold on\ Were gonna make it now\ Hold on\ And I can see it\ Yes yes\ I can see it now see it now see it now,4,Speak Now,2010
Haunted,You and I walk a fragile line\ I have known it all this time\ But I never thought Id live to see it break\ Its getting dark and its all too quiet\ And I cant trust anything now\ And its coming over you like its all a big mistake\ \ Oh holding my breath\ Wont lose you again\ Somethings made your eyes go cold\ \ Come on come on dont leave me like this\ I thought I had you figured out\ Somethings gone terribly wrong\ Youre all I wanted\ Come on come on dont leave me like this\ I thought I had you figured out\ Cant breathe whenever youre gone\ Cant turn back now Im haunted\ \ Stood there and watched you walk away\ From everything we had\ But I still mean every word I said to you\ He will try to take away my pain\ And he just might make me smile\ But the whole time Im wishing he was you instead\ \ Oh holding my breath\ Wont see you again\ Something keeps me holding on to nothing\ \ Come on come on dont leave me like this\ I thought I had you figured out\ Somethings gone terribly wrong\ Youre all I wanted\ Come on come on dont leave me like this\ I thought I had you figured out\ Cant breathe whenever youre gone\ Cant turn back now Im haunted\ \ I know I know I just know\ Youre not gone You cant be gone No\ \ Come on come on dont leave me like this\ I thought I had you figured out\ Somethings gone terribly wrong\ Wont finish what you started\ Come on come on dont leave me like this\ I thought I had you figured out\ Cant breathe whenever youre gone\ Cant go back Im haunted\ \ Oh\ \ You and I walk a fragile line\ I have known it all this time\ Never ever thought Id see it break\ Never thought Id see it,4,Speak Now,2010
Dear John,Long were the nights\ When my days once revolved around you\ Counting my footsteps\ Praying the floor wont fall through\ Again\ \ And my mother accused me of losing my mind\ But I swore I was fine\ \ You paint me a blue sky\ And go back and turn it to rain\ And I lived in your chess game\ But you changed the rules every day\ \ Wonderin which version of you I might get on the phone tonight\ Well I stopped pickin up and this song is to let you know why\ \ Dear John\ I see it all now that youre gone\ Dont you think I was too young to be messed\ With\ The girl in the dress\ Cried the whole way home\ I shouldve known\ \ Well maybe its me\ And my blind optimism\ To blame\ Or maybe its you and your sick need\ To give love then take it away\ \ And youll add my name\ To your long list of traitors\ Who dont understand\ And I look back in regret\ How I ignored when they said\ Run as fast as you can\ \ Dear John\ I see it all now that youre gone\ Dont you think I was too young to be messed\ With\ The girl in the dress\ Cried the whole way home\ \ Dear John\ I see it all now It was wrong\ Dont you think nineteens too young to be played\ By your dark twisted games\ When I loved you so\ I shouldve known\ \ You are an expert at Sorry\ And keeping lines blurry\ Never impressed by me acing your tests\ All the girls that youve run dry\ Have tired lifeless eyes\ Cause youve burned them out\ \ But I took your matches\ Before fire could catch me\ So dont look now\ Im shining like fireworks\ Over your sad empty town\ \ Dear John\ I see it all now that youre gone\ Dont you think I was too young to be messed\ With\ The girl in the dress\ Cried the whole way home\ \ I see it all now that youre gone\ Dont you think I was too young to be messed\ With\ The girl in the dress\ Wrote you a song\ You shouldve known\ \ You shouldve known\ Dont you think I was too young\ You shouldve known,4,Speak Now,2010
Mean,You with your words like knives\ And swords and weapons that you use against me\ You have knocked me off my feet again\ Got me feeling like Im nothing\ You with your voice like nails on a chalkboard\ Calling me out when Im wounded\ You picking on the weaker man\ \ Well you can take me down\ With just one single blow\ But you dont know what you dont know\ \ Someday Ill be living in a big old city\ And all youre ever gonna be is mean\ Someday Ill be big enough so you cant hit me\ And all youre ever gonna be is mean\ Why you gotta be so mean\ \ You with your switching sides\ And your wildfire lies and your humiliation\ You have pointed out my flaws again\ As if I dont already see them\ I walk with my head down trying to block you out\ Cause Ill never impress you\ I just wanna feel okay again\ \ I bet you got pushed around\ Somebody made you cold\ But the cycle ends right now\ Cause you cant lead me down that road\ And you dont know what you dont know\ \ Someday Ill be living in a big old city\ And all youre ever gonna be is mean\ Someday Ill be big enough so you cant hit me\ And all youre ever gonna be is mean\ Why you gotta be so mean\ \ And I can see you years from now in a bar\ Talking over a football game\ With that same big loud opinion\ But nobodys listening\ Washed up and ranting about the same old bitter things\ Drunk and grumbling on about how I cant sing\ But all you are is mean\ All you are is mean\ And a liar and pathetic and alone in life\ And mean and mean and mean and mean\ \ But someday Ill be living in a big old city\ And all youre ever gonna be is mean yeah\ \ Someday Ill be big enough so you cant hit me\ And all youre ever gonna be is mean\ Why you gotta be so mean\ Someday Ill be living in a big old city\ Why you gotta be so mean\ And all youre ever gonna be is mean\ Why you gotta be so mean\ Someday Ill be big enough so you cant hit me\ Why you gotta be so mean\ And all youre ever gonna be is mean\ Why you gotta be so mean,4,Speak Now,2010
Innocent,I guess you really did it this time\ Left yourself in your warpath\ Lost your balance on a tightrope\ Lost your mind tryin to get it back\ \ Wasnt it easier in your lunchbox days\ Always a bigger bed to crawl into\ Wasnt it beautiful when you believed in everything\ And everybody believed in you\ \ Its alright just wait and see\ Your string of lights is still bright to me\ Oh who you are is not where youve been\ Youre still an innocent\ Youre still an innocent\ \ Did some things you cant speak of\ But at night you live it all again\ You wouldnt be shattered on the floor now\ If only you had seen what you know now then\ \ Wasnt it easier in your firefly-catchin days\ When everything out of reach\ Someone bigger brought down to you\ Wasnt it beautiful runnin wild til you fell asleep\ Before the monsters caught up to you\ \ Its alright just wait and see\ Your string of lights is still bright to me\ Oh who you are is not what youve been\ Youre still an innocent\ Its okay life is a tough crowd\ 32 and still growin up now\ Who you are is not what you did\ Youre still an innocent\ \ Time turns flames to embers\ Youll have new Septembers\ Every one of us has messed up too\ Lives change like the weather\ I hope you remember\ Today is never too late to be brand new\ \ Its alright just wait and see\ Your string of lights is still bright to me\ Oh who you are is not what youve been\ Youre still an innocent\ Its okay life is a tough crowd\ 32 and still growin up now\ Who you are is not what you did\ Youre still an innocent\ Youre still an innocent\ \ Lost your balance on a tightrope\ Its never too late to get it back,4,Speak Now,2010
Last Kiss,I still remember the look on your face\ Lit through the darkness at 158\ The words that you whispered\ For just us to know\ You told me you loved me\ So why did you go away\ Away\ \ I do recall now the smell of the rain\ Fresh on the pavement\ I ran off the plane\ That July 9th\ The beat of your heart\ It jumps through your shirt\ I can still feel your arms\ \ But now Ill go sit on the floor\ Wearing your clothes\ All that I know is\ I dont know how to be something you miss\ I never thought wed have a last kiss\ Never imagined wed end like this\ Your name forever the name on my lips\ \ I do remember the swing of your step\ The life of the party youre showing off again\ And I roll my eyes and then\ You pull me in\ Im not much for dancing\ But for you I did\ \ Because I love your handshake meeting my father\ I love how you walk with your hands in your pockets\ How youd kiss me when I was in the middle of saying something\ Theres not a day I dont miss those rude interruptions\ \ And Ill go sit on the floor\ Wearing your clothes\ All that I know is\ I dont know how to be something you miss\ I never thought wed have a last kiss\ I never imagined wed end like this\ Your name forever the name on my lips\ \ So Ill watch your life in pictures like I used to watch you sleep\ And I feel you forget me like I used to feel you breathe\ And I keep up with our old friends just to ask them how you are\ Hope its nice where you are\ \ And I hope the sun shines\ And its a beautiful day\ And something reminds you\ You wish you had stayed\ You can plan for a change in weather and time\ But I never planned on you changing your mind\ \ So Ill go sit on the floor\ Wearing your clothes\ All that I know is\ I dont know how to be something you miss\ I never thought wed have a last kiss\ I never imagined wed end like this\ Your name forever the name on my lips\ \ Just like our last kiss\ Forever the name on my lips\ Forever the name on my lips\ \ Just like our last,4,Speak Now,2010
Never Grow Up,Your little hands wrapped around my finger\ And its so quiet in the world tonight\ Your little eyelids flutter cause youre dreaming\ So I tuck you in turn on your favorite night light\ To you everythings funny you got nothing to regret\ Id give all I have honey\ If you could stay like that\ \ Oh darling dont you ever grow up\ Dont you ever grow up just stay this little\ Oh darling dont you ever grow up\ Dont you ever grow up it could stay this simple\ I wont let nobody hurt you wont let no one break your heart\ And no one will desert you\ Just try to never grow up never grow up\ \ Youre in the car on the way to the movies\ And youre mortified your moms dropping you off\ At fourteen theres just so much you cant do\ And you cant wait to move out someday and call your own shots\ But dont make her drop you off around the block\ Remember that shes getting older too\ And dont lose the way that you dance around in your pjs getting ready for school\ \ Oh darling dont you ever grow up\ Dont you ever grow up just stay this little\ Oh darling dont you ever grow up\ Dont you ever grow up it could stay this simple\ No ones ever burned you nothings ever left you scarred\ And even though you want to just try to never grow up\ \ Take pictures in your mind of your childhood room\ Memorize what it sounded like when your dad gets home\ Remember the footsteps remember the words said\ And all your little brothers favorite songs\ I just realized everything I have is someday gonna be gone\ \ So here I am in my new apartment\ In a big city they just dropped me off\ Its so much colder than I thought it would be\ So I tuck myself in and turn my night light on\ \ Wish Id never grown up\ I wish Id never grown up\ \ Oh I dont wanna grow up wish Id never grown up\ I could still be little\ Oh I dont wanna grow up wish Id never grown up\ It could still be simple\ Oh darling dont you ever grow up\ Dont you ever grow up just stay this little\ Oh darling dont you ever grow up\ Dont you ever grow up it could stay this simple\ Wont let nobody hurt you\ Wont let no one break your heart\ And even though you want to please try to never grow up\ Oh dont you ever grow up\ Oh never grow up just never grow up,4,Speak Now,2010
Speak Now,I am not the kind of girl\ Who should be rudely barging in on a white-veil occasion\ But you are not the kind of boy\ Who should be marrying the wrong girl\ \ I sneak in and see your friends\ And her snotty little family all dressed in pastel\ And she is yelling at a bridesmaid\ Somewhere back inside a room\ Wearing a gown shaped like a pastry\ \ This is surely not what you thought it would be\ I lose myself in a daydream\ Where I stand and say\ \ Dont say Yes run away now\ Ill meet you when youre out of the church at the back door\ Dont wait or say a single vow\ You need to hear me out\ And they said Speak now\ \ Fond gestures are exchanged\ And the organ starts to play\ A song that sounds like a death march\ And I am hiding in the curtains\ It seems that I was uninvited by your lovely bride-to-be\ \ She floats down the aisle like a pageant queen\ But I know you wish it was me\ You wish it was me\ Dont you\ \ Dont say Yes run away now\ Ill meet you when youre out of the church at the back door\ Dont wait or say a single vow\ You need to hear me out\ And they said Speak now\ Dont say Yes run away now\ Ill meet you when youre out of the church at the back door\ Dont wait or say a single vow\ Your time is running out\ And they said Speak now\ \ Oh la la\ Oh oh\ Say a single vow\ \ I hear the preacher say Speak now or forever hold your peace\ Theres the silence theres my last chance\ I stand up with shaky hands all eyes on me\ Horrified looks from everyone in the room\ But Im only looking at you\ \ I am not the kind of girl\ Who should be rudely barging in on a white-veil occasion\ But you are not the kind of boy\ Who should be marrying the wrong girl\ \ So dont say Yes run away now\ Ill meet you when youre out of the church at the back door\ Dont wait or say a single vow\ You need to hear me out\ And they said Speak now\ And you say Lets run away now\ Ill meet you when Im out of my tux at the back door\ Baby I didnt say my vows\ So glad you were around\ When they said Speak now,4,Speak Now,2010
The Last Time ,I find myself at your door\ Just like all those times before\ Im not sure how I got there\ All roads they lead me here\ I imagine you are home\ In your room all alone\ And you open your eyes into mine\ And everything feels better\ \ And right before your eyes\ Im breaking no past\ No reasons why\ Just you and me\ \ This is the last time Im asking you this\ Put my name at the top of your list\ This is the last time Im asking you why\ You break my heart in the blink of an eye eye eye\ \ You find yourself at my door\ And just like all those times before\ You wear your best apology\ But I was there to watch you leave\ And all the times I let you in\ Just for you to go again\ Disappear when you come back\ Everything is better\ \ And right before your eyes\ Im aching\ No past nowhere to hide\ Just you and me\ \ This is the last time Im asking you this\ Put my name at the top of your list\ This is the last time Im asking you why\ You break my heart in the blink of an eye eye eye\ \ This is the last time you tell me Ive got it wrong\ This is the last time I say its been you all along\ This is the last time I let you in my door\ This is the last time I wont hurt you anymore\ Oh-ho oh-ho oh-ho oh-ho\ Oh-ho oh-ho oh-ho oh-ho\ \ This is the last time Im asking you this\ Put my name at the top of your list\ This is the last time Im asking you why\ You break my heart in the blink of an eye\ \ This is the last time Im asking you this\ This is the last time Im asking you this\ Put my name at the top of your list\ Put my name at the top of your list\ This is the last time Im asking you why\ This is the last time Im asking you why\ You break my heart in the blink of an eye\ You break my heart\ This is the last time Im asking you last time Im asking you\ Last time Im asking you this\ This is the last time Im asking you last time Im asking you\ Last time Im asking you this\ This is the last time Im asking you last time Im asking you\ Last time Im asking you this\ This is the last time Im asking you last time Im asking you\ Last time Im asking you this,5,Red,2012
Nothing New ,They tell you while youre young\ Girls go out and have your fun\ Then they hunt and slay the ones who actually do it\ Criticize the way you fly\ When youre soaring through the sky\ Shoot you down and then they sigh\ And say She looks like shes been through it\ Lord what will become of me\ Once Ive lost my novelty\ \ Ive had too much to drink tonight\ And I know its sad but this is what I think about\ And I wake up in the middle of the night\ Its like I can feel time moving\ How can a person know everything at eighteen\ But nothing at twenty-two\ And will you still want me when Im nothing new\ \ How long will it be cute all this crying in my room\ When you cant blame it on my youth\ And roll your eyes with affection\ And my cheeks are growing tired\ From turning red and faking smiles\ Are we only biding time til I lose your attention\ And someone else lights up the room\ People love an ingénue\ \ Ive had too much to drink tonight\ How did I go from growing up to breaking down\ And I wake up in the middle of the night\ Its like I can feel time moving\ How can a person know everything at eighteen\ But nothing at twenty-two\ And will you still want me when Im nothing new\ \ I know someday Im gonna meet her\ Its a fever dream\ The kind of radiance you only have at seventeen\ Shell know the way and then shell say she got the map from me\ Ill say Im happy for her then Ill cry myself to sleep\ Oh woah oh woah oh oh\ \ Ive had Ive had too much to drink tonight\ But I wonder if theyll miss me once they drive me out\ I wake up Wake up in the middle of the night\ And I can feel time moving\ How can a person know everything at eighteen\ But nothing at twenty-two\ And will you still want me will you still want me\ Will you still want me when Im nothing new,5,Red,2012
Everything Has Changed ,You good to go\ \ All I knew this morning when I woke\ Is I know something now\ Know something now I didnt before\ And all Ive seen since 18 hours ago\ Is green eyes and freckles and your smile\ In the back of my mind making me feel like\ \ I just wanna know you better\ Know you better know you better now\ I just wanna know you better\ Know you better know you better now\ I just wanna know you better\ Know you better know you better now\ I just wanna know you know you know you\ \ Cause all I know is we said Hello\ And your eyes look like coming home\ All I know is a simple name\ Everything has changed\ All I know is you held the door\ Youll be mine and Ill be yours\ All I know since yesterday\ Is everything has changed\ \ And all my walls stood tall painted blue\ But Ill take em down take em down\ And open up the door for you\ And all I feel in my stomach is butterflies\ The beautiful kind making up for lost time\ Taking flight making me feel right\ \ I just wanna know you better\ Know you better know you better now\ I just wanna know you better\ Know you better know you better now\ I just wanna know you better\ Know you better know you better now\ I just wanna know you know you know you\ \ Cause all I know is we said Hello\ And your eyes look like coming home\ All I know is a simple name\ Everything has changed\ All I know is you held the door\ Youll be mine and Ill be yours\ All I know since yesterday\ Is everything has changed\ \ Come back and tell me why\ Im feeling like Ive missed you all this time\ And meet me there tonight\ And let me know that its not all in my mind\ \ I just wanna know you better\ Know you better know you better now\ I just wanna know you know you know you\ \ All I know is we said Hello\ And your eyes look like coming home\ All I know is a simple name\ Everything has changed\ All I know is you held the door\ And youll be mine and Ill be yours\ All I know since yesterday\ Is everything has changed\ \ All I know is we said Hello\ So dust off your highest hopes\ All I know is pouring rain\ And everything has changed\ All I know is a new found grace\ All my days Ill know your face\ All I know since yesterday\ Is everything has changed,5,Red,2012
I Bet You Think About Me ,3 AM and Im still awake Ill bet youre just fine\ Fast asleep in your city thats better than mine\ And the girl in your bed has a fine pedigree\ And Ill bet your friends tell you shes better than me huh\ \ Well I tried to fit in with your upper-crust circles\ Yeah they let me sit in back when we were in love\ Oh they sit around talkin about the meaning of life\ And the book that just saved em that I hadnt heard of\ \ But now that were done and its over\ I bet you couldnt believe\ When you realized Im harder to forget than I was to leave\ And I bet you think about me\ \ You grew up in a silver-spoon gated community\ Glamorous shiny bright Beverly Hills\ I was raised on a farm no it wasnt a mansion\ Just livin room dancin and kitchen table bills\ \ But you know what they say you cant help who you fall for\ And you and I fell like an early spring snow\ But reality crept in you said were too different\ You laughed at my dreams rolled your eyes at my jokes\ \ Mr Superior Thinkin\ Do you have all the space that you need\ I dont have to be your shrink to know that youll never be happy\ And I bet you think about me\ \ I bet you think about me yes\ I bet you think about me\ \ Oh block it all out\ The voices so loud sayin\ Why did you let her go\ Does it make you feel sad\ That the love that youre lookin for\ Is the love that you had\ \ Now youre out in the world searchin for your soul\ Scared not to be hip scared to get old\ Chasing make-believe status last time you felt free\ Was when none of that shit mattered cause you were with me\ \ But now that were done and its over\ I bet its hard to believe\ That it turned out Im harder to forget than I was to leave\ And yeah I bet you think about me\ \ I bet you think about me yes\ I bet you think about me\ \ I bet you think about me when youre out\ At your cool indie music concerts every week\ I bet you think about me in your house\ With your organic shoes and your million-dollar couch\ I bet you think about me when you say\ Oh my god shes insane she wrote a song about me\ I bet you think about me,5,Red,2012
Run ,One two three four\ \ Give me the keys Ill bring the car back around\ We shouldnt be in this town\ And my so-called friends they dont know\ Id drive away before I let you go\ So give me a reason and dont say no no\ Theres a chain round your throat piece of paper where I wrote\ Ill wait for you\ Theres a key on the chain theres a picture in a frame\ Take it with you\ \ And run like youd run from the law\ Darling lets run\ Run from it all\ We can go where our eyes can take us\ Go where no one else is run\ Ooh well run\ Ooh well run\ Ooh well run\ \ So you laugh like a child\ And Ill sing like no one cares\ No one to be no one to tell\ I could see this view a hundred times\ Pale blue sky reflected in your eyes\ So give me a reason and dont say no no\ And the note from the locket you keep it in your pocket\ Since I gave it to you\ Theres a heart on your sleeve\ Ill take it when I leave\ And hold it for you\ \ And run like youd run from the law\ Darling lets run\ Run from it all\ We can go like theyre trying to chase us\ Go where no one else is run\ Ooh well run\ Ooh well run\ Ooh well run\ \ Theres been this hole in my heart\ This thing was a shot in the dark\ Say youll never let em tear us apart\ And Ill hold onto you while we run And we run and we run and we run\ \ Like youd run from the law And we run and we run and we run\ Darling lets run And we run and we run and we run\ Run from it all And we run and we run and we run\ We can go where our eyes can take us And we run and we run and we run\ Go where no one else is run And we run and we run and we run\ Ooh well run And we run and we run and we run\ Ooh well run And we run and we run and we run\ Ooh well run And we run and we run and we run\ Ooh and well run,5,Red,2012
The Very First Night ,I wish I could fly\ Id pick you up and wed go back in time\ Id write this in the sky\ I miss you like it was the very first night\ \ And so it goes\ Every weekend this same party\ I never go alone and I dont seem brokenhearted\ My friends all say they know everything Im going through\ I drive down different roads\ But they all lead back to you\ Cause they dont know about the night in the hotel\ They werent riding in the car when we both fell\ Didnt read the note on the Polaroid picture\ They dont know how much I miss you\ \ I wish I could fly\ Id pick you up and wed go back in time\ Id write this in the sky\ I miss you like it was the very first night\ \ And so it was\ We never saw it coming\ Not trying to fall in love\ But we did like children running\ Back then we didnt know we were built to fall apart\ We broke the status quo then we broke each others hearts\ But dont forget about the night out in LA\ Danced in the kitchen chased me down through the hallway\ No one knows about the words that we whispered\ No one knows how much I miss you\ \ I wish I could fly\ Id pick you up and wed go back in time\ Id write this in the sky\ I miss you like it was the very first night\ \ Take me away take me away\ Take me away to you to you\ Take me away take me away\ Take me away to you to you\ \ I remember the night at the hotel\ I was riding in the car when we both fell\ Im the one on the phone as you whisper\ Do you know how much I miss you\ I wish that we could go back in time\ And Id say to you\ I miss you like it was the very first night\ \ I wish I could fly\ Id pick you up and wed go back in time\ Id write this in the sky\ I miss you like it was the very first night\ Take me away take me away\ Take me away to you to you\ Take me away take me away\ Take me away to you to you,5,Red,2012
22 ,It feels like a perfect night\ To dress up like hipsters\ And make fun of our exes\ Ah ah ah ah\ It feels like a perfect night\ For breakfast at midnight\ To fall in love with strangers\ Ah ah ah ah\ Yeah were happy free confused and lonely at the same time\ Its miserable and magical oh yeah\ Tonights the night when we forget about the deadlines its time\ Ah ah\ \ I dont know about you\ But Im feeling 22\ Everything will be alright if\ You keep me next to you\ You dont know about me\ But Ill bet you want to\ Everything will be alright if\ We just keep dancing like were\ 22\ 22\ \ It seems like one of those nights\ This place is too crowded\ Too many cool kids Who is Taylor Swift anyway\ Ah ah ah ah\ It seems like one of those nights\ We ditch the whole scene\ And end up dreaming instead of sleeping yeah\ Were happy free confused and lonely in the best way\ Its miserable and magical oh yeah\ Tonights the night when we forget about the heartbreaks its time\ Ah ah\ \ I dont know about you\ But Im feeling 22\ Everything will be alright if\ You keep me next to you\ You dont know about me\ But Ill bet you want to\ Everything will be alright if Alright\ We just keep dancing like were\ 22\ 22 I dont know about you\ 22\ 22\ \ It feels like one of those nights\ We ditch the whole scene\ It feels like one of those nights\ We wont be sleeping\ It feels like one of those nights\ You look like bad news\ I gotta have you\ I gotta have you\ \ I dont know about you I dont know about you\ But Im feeling 22\ Everything will be alright if\ You keep me next to you\ You dont know about me You dont know about me\ But Ill bet you want to\ Everything will be alright if\ We just keep dancing like were 22\ 22\ 22 Dancing like\ 22\ 22\ \ It feels like one of those nights\ We ditch the whole scene\ It feels like one of those nights\ We wont be sleeping\ It feels like one of those nights\ You look like bad news\ I gotta have you\ I gotta have you,5,Red,2012
